Titre,Année,Durée,Genres,Note,Votes
De la part de Stella,1996,99,Drama,6.3,602
Striptease,1996,115,"Comedy,Crime,Drama",4.5,43412
Les héros,1996,90,"Comedy,Drama",6.6,1145
The Substitute,1996,114,"Action,Crime,Drama",6.0,12604
Sunchaser,1996,122,"Crime,Drama",6.2,4106
Mister Cool,1997,101,"Action,Adventure,Comedy",6.2,25587
Surviving Picasso,1996,125,"Biography,Drama,Romance",6.4,6968
Swingers,1996,96,"Comedy,Drama",7.2,75988
Poznan 56,1996,106,"Adventure,Biography,Drama",6.0,90
Sélect Hôtel,1996,85,Drama,6.5,125
Tai Chi 2,1996,96,"Action,Comedy,Romance",6.8,676
Que Bouddha Benisse L'Amerique,1996,118,Comedy,7.6,47
La reine des vampires,1996,87,"Comedy,Fantasy,Horror",5.4,13866
Cendrillon de Tallinn,1996,69,"Biography,Documentary",5.0,16
Pierres qui roulent,1995,117,Drama,6.6,10
Taxandria,1994,82,"Adventure,Fantasy",6.6,402
Taxi,1996,110,"Crime,Drama,Romance",6.5,817
Tesis,1996,125,"Horror,Mystery,Thriller",7.4,36214
That Thing You Do!,1996,108,"Comedy,Drama,Music",6.9,63036
La peau sur les os,1996,93,"Fantasy,Horror",5.8,28581
Liens secrets,1997,100,"Crime,Drama",5.3,1127
Tierra,1996,125,"Drama,Romance",7.3,3637
Tieta do Brasil,1996,115,"Comedy,Drama,Romance",6.5,941
Le droit de tuer?,1996,149,"Crime,Drama,Thriller",7.5,135321
Time Lock,1996,96,"Action,Sci-Fi",2.9,403
Tin Cup,1996,135,"Comedy,Drama,Romance",6.4,46551
Par amour pour Gillian,1996,93,"Drama,Fantasy,Romance",5.8,4613
Rapt aux Caraïbes,1996,92,"Crime,Thriller",5.4,9
Tonka,1997,113,"Comedy,Drama",6.9,78
Tout est fini entre nous,1994,82,Comedy,4.1,8
Trainspotting,1996,93,Drama,8.1,640544
Happy Hour,1996,95,"Comedy,Drama",7.1,14019
La trêve,1997,125,"Drama,War",6.6,1603
Réactions en chaîne,1996,94,"Drama,Thriller",5.7,6135
Trois vies et une seule mort,1996,123,"Comedy,Crime",6.9,1227
Entre chiens et chats,1996,97,"Comedy,Romance",6.2,25079
Madame Hau,1963,80,"Drama,War",6.8,18
Devenir adulte,1997,98,Comedy,7.2,788
La nuit des rois,1996,134,"Comedy,Drama,Romance",7.2,5685
Twister,1996,113,"Action,Adventure,Thriller",6.4,178653
Two Much,1995,118,"Comedy,Romance",5.4,5354
Pour l'amour de l'art,1996,96,"Comedy,Crime,Romance",5.3,5426
Tykho Moon,1996,102,Sci-Fi,6.2,673
"La machine à écrire, le fusil et le cinéaste",1996,55,"Biography,Documentary",7.9,341
Un air de famille,1996,110,"Comedy,Drama",7.5,4679
"Un animal, des animaux",1996,59,Documentary,7.7,78
Un divan à New York,1996,108,"Comedy,Romance",6.0,2035
Un héros très discret,1996,107,"Comedy,Drama",7.2,2699
Un samedi sur la terre,1996,95,"Comedy,Drama",7.1,69
Une histoire d'amour à la con,1996,85,\N,5.7,7
Mémoires suspectes,1996,117,"Drama,Mystery,Sci-Fi",6.0,4975
Le roi des aulnes,1996,118,Drama,6.8,2417
Décroche les étoiles,1996,103,"Drama,Romance",6.5,2046
Personnel et confidentiel,1996,124,"Drama,Romance",6.2,13591
The Van,1996,100,"Comedy,Drama",6.7,4252
Les nouvelles aventures de la famille Brady,1996,90,Comedy,5.7,10095
Les victimes,1996,94,"Crime,Thriller",5.1,71
Le violon de Rothschild,1996,101,"Biography,Music",6.8,37
La lionne blanche,1996,103,"Crime,Mystery,Thriller",5.7,567
Le Jour du chien,1996,108,"Crime,Drama",5.8,158
Le chant des saisons,1996,86,Drama,7.9,274
Les voleurs,1996,117,"Crime,Drama,Romance",6.8,1981
Va où ton coeur te porte...,1996,110,"Drama,Romance",5.2,196
Mariage ou célibat,1996,86,"Comedy,Drama,Romance",6.7,3166
When We Were Kings,1996,88,"Documentary,Sport",8.0,15407
Asilum,1996,97,"Drama,Mystery,Thriller",4.4,241
Lame de fond,1996,129,"Adventure,Drama",6.6,21297
Enquête en eaux troubles,1996,93,Action,5.2,466
Du vent dans les saules,1996,88,"Adventure,Comedy,Family",6.3,3051
Les Flambeurs,1996,92,"Comedy,Crime,Thriller",4.8,735
Y aura-t-il de la neige à Noël?,1996,90,Drama,6.9,781
Zone franche,1996,76,Drama,6.1,9
À toute vitesse,1996,85,"Drama,Romance",6.1,813
L'âge des possibles,1995,102,"Comedy,Drama",7.0,126
Droit de garde,1996,85,"Comedy,Drama",4.8,43
L'élève,1996,92,Drama,6.0,172
Le dernier voyage de Robert Rylands,1996,102,Drama,6.3,150
Un cadavre sur le campus,1998,96,Comedy,6.1,13515
Projet RPM,1997,91,Comedy,3.6,753
L'amour de ma vie,1997,113,"Comedy,Romance",4.9,2653
Grève party,1998,86,Comedy,5.0,90
14 jours à perpétuité,1997,105,Thriller,6.4,515
187: code meurtre,1997,119,"Drama,Thriller",6.7,22340
2/Duo,1997,90,Drama,6.9,125
Les 3 ninjas se déchaînent,1998,93,"Action,Adventure,Comedy",2.9,10612
8 têtes dans un sac,1997,95,"Adventure,Comedy,Crime",5.4,9770
Les pleins pouvoirs,1997,121,"Action,Crime,Drama",6.7,51127
Acte de trahison,1997,90,"Action,Thriller",4.7,234
Adam & Eva,1997,100,"Comedy,Drama,Romance",5.9,2910
Addicted to Love,1997,100,"Comedy,Romance",6.1,23599
Adios!,1997,90,Comedy,4.8,8
Affliction,1997,114,"Drama,Mystery,Thriller",7.0,15588
L'amour... et après,1997,119,"Comedy,Drama,Romance",6.1,3287
Air Bud - Buddy star des paniers,1997,98,"Comedy,Drama,Family",5.2,16744
Air Force One,1997,124,"Action,Drama,Thriller",6.5,181806
La tour de l'horloge,1997,118,"Drama,Mystery,Romance",7.2,570
An Alan Smithee Film,1997,86,Comedy,3.5,3359
"Alien, la résurrection",1997,109,"Action,Horror,Sci-Fi",6.2,231402
Alissa,1998,95,"Crime,Thriller",5.6,43
Glitter,2001,104,"Drama,Music,Romance",2.3,21565
Alliance cherche doigt,1997,90,Comedy,5.5,54
Liaisons scandaleuses,1997,92,Drama,3.6,183
Américain impekable,1997,100,"Crime,Drama,Thriller",6.0,1374
Le loup-garou de Paris,1997,105,"Comedy,Fantasy,Horror",5.1,23500
Amistad,1997,155,"Biography,Drama,History",7.3,72159
Amour & confusions,1997,105,Comedy,4.8,190
"Alors voilà,",1997,97,Comedy,5.7,46
Amy,1997,104,"Drama,Music",6.7,749
"Anaconda, le prédateur",1997,89,"Action,Adventure,Horror",4.8,97743
Anastasia,1997,94,"Adventure,Animation,Drama",7.2,113360
Animals,1998,103,"Fantasy,Romance",7.0,450
Anna Karénine,1997,108,"Drama,Romance",6.4,5582
Le prédicateur,1997,134,Drama,7.2,13531
Aprile,1998,78,"Biography,Comedy",6.9,2943
Un élève doué,1998,111,"Crime,Drama,Thriller",6.7,36310
Ariane ou l'âge d'or,1997,190,"Biography,Comedy,Drama",7.8,40
Assassin(s),1997,128,"Crime,Drama",6.5,1979
Classé confidentiel,1998,90,"Drama,Thriller",4.7,156
Contrat sur un terroriste,1997,119,"Action,Crime,Thriller",6.9,8903
Le test de dureté,1998,80,"Comedy,Romance",6.7,170
Austin Powers,1997,94,"Adventure,Comedy",7.0,223383
L'autre côté de la mer,1997,92,Drama,6.2,55
Chapeau melon et bottes de cuir,1998,89,"Action,Adventure,Sci-Fi",3.8,41226
Babel,1999,95,"Adventure,Family,Fantasy",3.8,179
P'tits génies,1999,97,"Comedy,Crime,Family",2.7,25249
Retour en force,1997,93,"Action,Adventure",4.6,319
Sous pression,1997,88,"Drama,Thriller",5.3,1652
Bad Manners,1997,88,"Comedy,Drama,Romance",6.4,388
Bandits,1997,110,"Drama,Music",6.5,2887
Barracuda,1997,94,"Drama,Thriller",6.7,503
Le bassin de John Wayne,1997,125,Comedy,5.9,199
Batman & Robin,1997,125,"Action,Sci-Fi",3.8,236224
Bean,1997,89,"Adventure,Comedy,Family",6.5,98711
L'éducatrice et le tyran,1997,105,"Comedy,Romance",5.5,8695
In the Mood for Love,2000,98,"Drama,Romance",8.1,128005
Seule contre tous,1997,88,"Drama,Thriller",5.0,1044
Bent,1997,105,"Drama,History,Romance",7.2,7786
Berlin Niagara,1997,104,"Drama,Music,Romance",5.2,328
Les témoins du marié,1997,90,"Action,Comedy,Crime",5.6,2718
Le ninja de Beverly Hills,1997,88,"Action,Comedy",5.6,39107
The Big Lebowski,1998,117,"Comedy,Crime,Sport",8.1,740706
The big swap - Libre-échange,1998,122,Drama,5.1,357
La part du mal,1997,95,"Drama,Thriller",5.3,356
Black Thunder: Mission Air Force,1998,85,"Action,Drama,Thriller",3.8,507
The Blackout,1997,98,"Drama,Mystery,Thriller",5.5,2365
Six-String Samurai,1998,91,"Action,Adventure,Comedy",6.7,6785
Bliss,1997,103,"Drama,Romance",6.0,2189
Du venin dans les veines,1998,96,"Drama,Thriller",5.5,10849
Blues Brothers 2000,1998,123,"Action,Comedy,Crime",4.9,31821
Un homme en enfer,1998,104,"Crime,Thriller",5.0,580
Boogie Nights,1997,155,Drama,7.9,242327
Le petit monde des Borrowers,1997,89,"Adventure,Comedy,Family",5.9,20142
Le bossu,1997,128,"Adventure,Drama",6.9,3325
"Dance machine, le film",1997,99,"Comedy,Drama,Music",2.5,229
The Boxer,1997,113,"Drama,Romance,Sport",7.0,19431
The Boys Club,1996,90,"Adventure,Crime,Drama",6.3,1151
Frère,1997,96,"Crime,Drama,Romance",8.0,17659
The Brave,1997,123,Drama,6.3,9475
Breakdown - Point de rupture,1997,93,"Crime,Drama,Mystery",6.9,50217
Breaking Up,1997,90,"Comedy,Drama,Romance",4.9,2765
La morsure du froid,1997,97,"Drama,Romance",4.3,147
Glória,1999,100,Drama,6.0,159
Junk Mail,1997,83,"Comedy,Thriller",6.7,1973
Mon copain Buddy,1997,84,"Adventure,Comedy,Drama",4.9,2496
La bonne étoile,1997,110,"Adventure,Drama,Fantasy",7.1,2269
Buffalo '66,1998,110,"Comedy,Drama,Romance",7.5,48523
Bulworth,1998,108,"Comedy,Drama,Romance",6.8,24829
La vie est belle,1997,116,"Comedy,Drama,Romance",8.6,632499
"Vigo, histoire d'une passion",1998,106,Drama,5.8,229
Butcher Boy,1997,110,"Comedy,Drama",7.1,9217
C'est pour la bonne cause!,1997,105,Comedy,3.7,22
La préférence,1998,90,Drama,5.8,17
Deux filles d'aujourd'hui,1997,83,"Comedy,Drama",7.1,5265
En chair et en os,1997,103,Drama,7.4,28751
Routes secondaires,1997,105,"Adventure,Drama,Romance",6.2,876
The House,1997,120,Drama,7.1,514
Une maison de rêve,1997,85,"Comedy,Drama",7.7,15196
"Dany, le chat superstar",1997,75,"Animation,Comedy,Family",6.9,7098
La traversée de la forêt déserte,1997,87,Drama,7.4,60
Ceux qui m'aiment prendront le train,1998,122,"Drama,Romance",6.4,1837
Charité biz'ness,1998,85,Comedy,2.7,85
Méprise multiple,1997,113,"Comedy,Drama,Romance",7.2,132902
"Chat noir, chat blanc",1998,127,"Comedy,Crime,Romance",8.1,51314
Happy Together,1997,96,"Drama,Romance",7.8,23232
Les enfants du ciel,1997,89,"Drama,Family,Sport",8.3,66672
Chinese Box,1997,99,"Drama,Romance",6.3,3131
Le ciel est à nous,1997,90,Comedy,5.7,165
City of Crime,1997,97,"Crime,Drama,Thriller",6.1,5661
Opération Delta Force 3,1998,94,Action,5.4,2325
Le défi,1997,98,Drama,6.6,375
Ultimatum,1997,95,Thriller,5.7,49
Les ailes de l'enfer,1997,115,"Action,Crime,Thriller",6.9,278803
Complots,1997,135,"Action,Mystery,Thriller",6.7,94635
Contact,1997,150,"Drama,Mystery,Sci-Fi",7.4,257004
Copland,1997,105,"Crime,Drama,Thriller",7.0,87230
Cosmos,1996,99,"Comedy,Drama",6.5,469
Les Couleurs du diable,1997,90,"Drama,Thriller",5.2,35
La courtisane,1998,111,"Biography,Drama,Romance",7.2,16163
Cousine Bette,1998,108,"Comedy,Drama,Romance",6.2,2501
Le cousin,1997,112,"Drama,Thriller",6.4,873
Cremaster 5,1997,55,"Drama,Musical",6.5,676
Criminal Gang,1997,116,"Action,Crime,Drama",6.5,8070
Génération brûlée,1998,95,Drama,5.9,400
L'évasion,1997,92,"Crime,Thriller",4.2,233
La cruz,1997,90,Drama,6.0,135
Sous le charme du mal,1997,95,"Horror,Thriller",4.4,315
Dakan,1997,87,Drama,6.4,138
La danse du vent,1997,85,"Drama,Music",6.4,127
"Dancer, Texas, le rêve de la ville",1998,97,"Comedy,Drama,Family",6.6,2355
Dancer Upstairs,2002,132,"Crime,Drama,Thriller",6.9,6317
Le pic de Dante,1997,108,"Action,Adventure,Thriller",6.0,82925
Dark City,1998,100,"Fantasy,Mystery,Sci-Fi",7.6,189242
Decampitated,1998,92,"Comedy,Horror",4.8,721
Harry dans tous ses états,1997,96,Comedy,7.4,42961
Un cri dans l'océan,1998,106,"Action,Adventure,Horror",6.1,33835
L'enjeu,1998,100,"Action,Crime,Drama",6.1,15913
L'associé du diable,1997,144,"Drama,Mystery,Thriller",7.5,336200
Ennemis rapprochés,1997,111,"Action,Crime,Drama",6.2,60610
Didier,1997,105,"Comedy,Fantasy,Sport",6.2,3801
Dieu seul me voit,1998,120,"Comedy,Romance",7.0,507
Dil to Pagal Hai,1997,180,"Comedy,Drama,Musical",7.0,20884
La divine poursuite,1997,102,"Comedy,Mystery",4.7,110
Dead End,1997,103,"Crime,Drama",5.1,278
Dobermann,1997,103,"Action,Crime,Thriller",6.6,16946
Docteur Chance,1997,97,"Crime,Drama",5.5,169
Dr. Dolittle,1998,85,"Comedy,Family,Fantasy",5.4,92107
"Palais du levant, palais du couchant",1996,90,Drama,6.3,926
Donnie Brasco,1997,127,"Biography,Crime,Drama",7.7,283419
Double Team,1997,93,"Action,Comedy,Sci-Fi",4.8,31895
Downtime,1997,90,"Romance,Thriller",4.6,231
Les démons de Jésus,1997,117,Comedy,6.9,674
Le dîner de cons,1998,80,Comedy,7.7,37784
East Side Story,1997,75,"Documentary,Music",7.3,214
"Amour, délice et petits plats",1997,93,"Comedy,Drama",5.8,326
Eau douce,1997,80,\N,7.3,9
À couteaux tirés,1997,117,"Action,Adventure,Drama",6.9,68535
L'éducation de Little Tree,1997,116,Drama,7.2,1610
Voisine de coeur,1997,92,"Comedy,Romance",6.2,2915
Le 18ème ange,1997,95,"Horror,Mystery,Thriller",5.0,1494
The End of Violence,1997,122,"Drama,Thriller",5.6,4681
Le secret du bayou,1997,109,Drama,7.3,8959
Event Horizon: Le Vaisseau de l'au-delà,1997,96,"Horror,Sci-Fi,Thriller",6.7,161381
Pièges de diamants,1997,98,"Crime,Drama,Thriller",4.9,270
Excess Baggage,1997,101,"Action,Comedy,Crime",5.4,12730
Pleins feux sur le président,1997,100,"Action,Adventure,Crime",4.6,1013
Face,1997,105,"Crime,Drama,Thriller",6.7,4313
Volte/face,1997,138,"Action,Crime,Sci-Fi",7.2,352493
Le mystère des fées - Une histoire vraie,1997,99,"Drama,Family,Fantasy",6.4,5535
Le témoin du mal,1998,124,"Action,Crime,Drama",7.0,76358
Une mère de sable,1997,90,Drama,7.3,44
Drôles de pères,1997,98,"Comedy,Romance",5.3,14831
La femme du cosmonaute,1997,99,"Comedy,Drama",4.4,156
La femme défendue,1997,100,"Drama,Romance",7.1,655
Carton jaune,1997,102,"Comedy,Drama,Romance",6.7,10333
Créatures féroces,1997,93,Comedy,6.4,23511
Le Cinquième Élément,1997,126,"Action,Adventure,Sci-Fi",7.7,438099
Menace toxique,1997,105,"Action,Drama,Thriller",5.1,16830
Firelight - Le lien secret,1997,103,"Drama,Romance",7.2,4151
5 copains... 1 fille,1997,100,"Comedy,Romance",4.7,184
Les Raisons du coeur,1997,105,Drama,6.1,66
Flubber,1997,93,"Comedy,Family,Sci-Fi",5.3,85149
Food of Love,1997,105,"Comedy,Romance",4.7,80
Coup de foudre et conséquences,1997,109,"Comedy,Drama,Romance",6.1,32696
Les Sexton se mettent au vert,1997,115,Comedy,5.8,10258
Fred,1997,84,Thriller,6.4,230
Sauvez Willy 3,1997,86,"Adventure,Drama,Family",4.8,9406
Freedom Strike,1998,93,"Action,Drama",3.8,376
The Full Monty: Le grand jeu,1997,91,"Comedy,Drama",7.2,99602
Full Tilt Boogie,1997,97,Documentary,6.6,2624
Funny Games,1997,108,"Crime,Drama,Thriller",7.6,66224
Epidemia,1997,77,"Action,Sci-Fi",2.5,283
À armes égales,1997,125,"Action,Drama,War",6.0,73894
The Game,1997,129,"Drama,Mystery,Thriller",7.8,350611
Bienvenue à Gattaca,1997,106,"Drama,Sci-Fi,Thriller",7.8,283435
George de la jungle,1997,92,"Action,Adventure,Comedy",5.5,72425
The Gingerbread Man,1998,114,"Crime,Mystery,Thriller",5.7,10597
La piste du tueur,1997,118,"Crime,Mystery,Thriller",6.4,12870
Pêche party,1997,94,"Comedy,Crime",4.9,9489
Good Burger,1997,95,"Comedy,Family",5.7,26725
Will Hunting,1997,126,"Drama,Romance",8.3,873544
Soldier of Honor,1997,116,"Action,Drama,Romance",5.0,269
Goodbye Lover,1998,102,"Comedy,Crime,Mystery",5.6,3740
De grandes espérances,1998,111,"Drama,Romance",6.9,51551
Gridlock'd,1997,91,"Comedy,Crime,Drama",6.9,14725
Blanche-Neige,1997,100,"Adventure,Fantasy,Horror",6.2,10055
Tueurs à gages,1997,107,"Action,Comedy,Crime",7.3,88851
Gummo,1997,89,"Comedy,Drama",6.7,32520
Généalogies d'un crime,1997,114,"Crime,Drama",6.6,805
Hacks,1997,93,"Comedy,Mystery",5.0,290
1 chance sur 2,1998,104,"Action,Adventure,Comedy",5.8,2441
"Hammam, le bain turc",1997,94,"Drama,Romance",6.8,6378
Hana-bi - feux d'artifice,1997,103,"Crime,Drama,Romance",7.8,28126
Hantises,1997,80,Drama,3.6,16
Double mise,1996,102,"Crime,Drama",7.2,43318
La Rivière,1997,115,"Drama,Romance",7.2,2734
Un amour en or,1998,92,Drama,5.4,182
Heavy Metal 2000,2000,88,"Action,Adventure,Animation",5.5,7755
Hémoglobine,1997,94,Horror,4.2,2622
La dame de Windsor,1997,101,"Biography,Drama,History",7.2,13569
Hercule,1997,93,"Adventure,Animation,Comedy",7.3,209060
Hideous,1997,82,"Comedy,Horror",4.9,923
Rouge sang,1997,95,Thriller,3.7,528
"Maman, je m'occupe des méchants !",1997,102,"Action,Comedy,Crime",4.5,107730
Méli-mélo,1998,91,"Comedy,Drama,Romance",5.1,8098
Cannabis express - L'héritage de Malcolm,1998,102,"Comedy,Crime,Drama",5.8,4505
L'homme est une femme comme les autres,1998,100,"Comedy,Music,Romance",6.1,681
L'homme idéal,1997,99,Comedy,5.6,50
Les seigneurs de Harlem,1997,130,"Crime,Drama",6.3,10645
Ainsi va la vie,1998,114,"Drama,Romance",6.1,24832
L'homme qui murmurait à l'oreille des chevaux,1998,169,"Drama,Romance,Western",6.6,39233
Long crépuscule,1997,70,Drama,7.2,269
Otages en péril,1997,96,Action,3.5,225
The House of Yes,1997,85,"Comedy,Drama",6.6,7648
Comment j'ai appris à surmonter ma peur et à aimer Ariel Sharon,1997,61,Documentary,7.5,65
Chaude journée à L.A.,1997,92,"Comedy,Romance",5.1,1865
Hollywood Sunrise,1998,122,"Comedy,Drama",5.9,9781
Les bienfaiteurs,1997,83,Comedy,5.3,17
Play-Back,1997,115,"Drama,Music",5.6,451
Souviens-toi... l'été dernier,1997,101,"Horror,Mystery",5.7,134836
L'impitoyable lune de miel!,1997,75,"Animation,Comedy,Drama",7.0,1835
Ice Storm,1997,112,Drama,7.4,53827
Femmes merveilleuses au bord de l'eau,1998,104,Drama,5.1,258
L'illusion du péché,1997,88,"Drama,Mystery,Thriller",3.8,133
La proie et l'ombre,1997,95,"Action,Thriller",4.0,110
In & Out,1997,90,"Comedy,Romance",6.4,39031
En compagnie des hommes,1997,97,"Comedy,Drama",7.2,13120
Incognito,1997,108,"Crime,Thriller",6.6,3372
Indian Ninja,1997,82,Action,4.0,443
L'informateur,1997,105,Drama,6.4,585
Insomnia,1997,96,"Crime,Mystery,Thriller",7.3,13362
Invasion Alien,1997,93,"Action,Sci-Fi,Thriller",4.0,404
Les années rebelles,1997,110,"Drama,Romance",6.4,11774
L'étoile de Robinson,1997,107,"Drama,War",7.2,1431
J'ai horreur de l'amour,1997,130,"Comedy,Drama",6.8,210
J'irai au paradis car l'enfer est ici,1997,115,"Crime,Drama",6.7,153
Le chacal,1997,124,"Action,Crime,Drama",6.4,107750
Jackie Brown,1997,154,"Crime,Drama,Thriller",7.5,320242
The James Gang,1997,95,"Comedy,Crime",4.8,131
"Léo, roi de la jungle",1997,99,"Adventure,Animation",6.7,431
Je ne vois pas ce qu'on me trouve,1997,99,"Comedy,Drama",6.1,70
Les noces de Dieu,1999,150,Comedy,7.2,658
Joey,1997,96,"Adventure,Comedy,Family",4.6,514
Le jour et la nuit,1997,108,Drama,1.6,1014
Jours de colère,1997,182,"Biography,Comedy,Drama",7.7,20
Mauvais plan,1997,93,"Comedy,Crime,Drama",5.0,1563
Une vie meilleure,1997,109,Drama,7.2,71
Un Indien à New York,1997,105,"Comedy,Family",5.2,22996
Après la pluie...,1997,95,"Comedy,Drama,Family",5.5,131
Tendre Imposture,1997,102,"Comedy,Romance",6.3,970
K,1997,135,"Crime,Thriller",6.1,499
Kalvarija,1996,93,"Drama,Romance,Thriller",6.6,232
Karakter,1997,122,"Crime,Drama,Mystery",7.7,10475
Kini et Adams,1997,93,Drama,7.2,73
Kiss or Kill,1997,96,"Crime,Drama,Thriller",6.2,1286
Le collectionneur,1997,115,"Crime,Drama,Mystery",6.6,67268
Paradis express,1997,87,"Action,Comedy,Crime",8.0,28032
Kull le conquérant,1997,95,"Action,Adventure,Fantasy",4.9,7806
Kundun,1997,134,"Biography,Drama,History",7.0,26570
L.A. Confidential,1997,138,"Crime,Drama,Mystery",8.2,537643
Trois Anglaises en campagne,1998,111,"Drama,Romance,War",6.3,1921
Last Lives,1997,92,"Action,Sci-Fi,Thriller",3.9,236
Suicide Club,1997,92,"Biography,Romance",5.6,2067
La vie est un chantier,1997,115,"Comedy,Drama",7.2,1747
À la recherche du passé,1998,100,Drama,7.2,2801
Entre amis & voisins,1998,100,"Comedy,Drama,Romance",6.3,7736
Lethal Tender,1996,90,"Action,Thriller",4.4,356
Le couloir de la mort,1998,89,"Crime,Drama,Mystery",3.7,536
Lettres à un tueur,1998,104,"Crime,Drama,Mystery",5.4,2163
Le suspect idéal,1997,106,"Crime,Drama,Mystery",6.6,6100
Menteur menteur,1997,86,"Comedy,Fantasy",6.9,283858
L'alarmiste,1997,92,Comedy,5.0,857
Une vie moins ordinaire,1997,103,"Comedy,Crime,Fantasy",6.4,34461
La légende de Bigfoot,1997,96,Family,3.2,322
Le petit Bigfoot - En route vers la maison,1998,93,Family,3.0,182
Le jeu de la vengeance,1997,93,"Comedy,Drama,Thriller",5.4,777
Kansas Blues,1997,124,Drama,6.2,1662
Lolita,1997,137,"Drama,Romance",6.9,53219
Quitte ou double,1998,96,"Comedy,Drama,Romance",6.0,1923
I Love L.A.,1998,107,"Comedy,Drama,Romance",6.2,2157
Le Monde perdu,1997,129,"Action,Adventure,Sci-Fi",6.6,382930
Louis & Frank,1998,87,"Comedy,Drama,Music",4.4,139
Amour et mort à Long Island,1997,93,"Comedy,Drama",6.9,3796
Love in Paris,1997,105,"Drama,Romance",3.0,4137
Love Is the Devil,1998,87,"Biography,Drama,Romance",6.5,3471
Love! Valour! Compassion!,1997,108,"Comedy,Drama,Romance",7.0,3332
Loved,1997,109,"Drama,Thriller",4.8,546
Lovelife,1997,96,"Comedy,Drama",5.9,399
Lucie Aubrac,1997,115,"Biography,Drama,War",6.6,1167
Paris,1998,97,"Documentary,Drama",7.4,45
Le masque de cire,1997,98,Horror,5.8,1998
Ma 6-T va crack-er,1997,105,"Crime,Drama",5.7,748
Ma vie en rose,1997,88,Drama,7.5,8441
Mad City,1997,114,"Crime,Drama,Thriller",6.3,19285
L'heure magique,1998,94,"Crime,Drama,Mystery",6.2,10690
Le maître du jeu,1997,98,"Action,Crime,Drama",5.4,809
Le mal,1999,85,Drama,6.2,111
Mange ta soupe,1997,75,"Comedy,Drama",6.3,52
Mains fortes,1997,95,Drama,6.5,52
"Marcello Mastroianni, je me souviens",1997,198,"Biography,Documentary",8.0,231
Les marches du palais,1997,140,"Biography,Comedy,Drama",8.1,27
Marianne,1997,90,Drama,5.1,68
Marion,1997,106,Drama,7.0,96
Marius et Jeannette,1997,105,"Comedy,Drama,Romance",6.9,1544
Marquise,1997,120,"Comedy,Drama",6.0,1057
Marthe,1997,121,"Drama,Romance,War",6.4,147
Le destin,1997,135,"Comedy,Drama,History",7.2,2594
L'entremetteur,1997,97,"Comedy,Romance",6.5,5414
